name,price,type,Number_door,kilometrage,first_hand,Secteur,marque,Etat,year_model,origin
Citroen ds3 Essence 2014,75000.0,"Voitures d occasion, à vendre",3.0,120 000 - 129 999,Oui,Nan,Citroen,Bon,2014,WW au Maroc
MERCEDES SL 500,480000.0,"Voitures d occasion, à vendre",3.0,70 000 - 74 999,Non,Massar,Mercedes-Benz,Excellent,1980,Dédouanée
MASERATI GRANTURISMO MC,164429.89045383412,"Voitures d occasion, à vendre",3.0,10 000 - 14 999,Oui,Massar,Maserati,Excellent,2017,Importée neuve
TIGUAN R-LINE BLACK ÉDITION,440000.0,"Voitures d occasion, à vendre",5.0,45 000 - 49 999,Oui,Nan,Volkswagen,Excellent,2020,Nan
Range Rover Sport autobiographie,164429.89045383412,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Oui,Maarif,Land Rover,Excellent,2014,Nan
Volvo xc90 Diesel 2016,390000.0,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Oui,Nan,Volvo,Très bon,2016,WW au Maroc
Audi Q5 SPORTBACK2021,164429.89045383412,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Oui,Maarif,Audi,Excellent,2021,WW au Maroc
Tucson,164429.89045383412,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Nan,Hyundai,Excellent,2020,WW au Maroc
Évoque HSE 2018 sous garantie,345000.0,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Oui,Aïn Chock,Land Rover,Excellent,2018,WW au Maroc
KIFAL - FORD Focus,173000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Nan,Nan,Ford,Excellent,2018,Nan
Mercedes-Benz Class CLS,250000.0,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Maarif,Mercedes-Benz,Excellent,2013,Nan
Mercedes Benz Class GLE,164429.89045383412,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Oui,Maarif,Mercedes-Benz,Excellent,2018,Nan
megane 4 gt essence,180000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Nan,Nan,Renault,Excellent,2016,Nan
Alfa Romeo Giulia 2019,248000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Autre secteur,Alfa Romeo,Excellent,2019,WW au Maroc
Mercedes-Benz Class S350,200000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Maarif,Mercedes-Benz,Excellent,2013,Nan
Nissan juke Essence 2022,164429.89045383412,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Hay Riad,Nissan,Excellent,2022,WW au Maroc
Range Rover Vogue,480000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Maarif,Land Rover,Excellent,2016,Nan
Renault express Diesel 2021 intense,165000.0,"Voitures d occasion, à vendre",5.0,40 000 - 44 999,Oui,Safir,Renault,Excellent,2021,WW au Maroc
Mercedes GLA 200,330000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Non,2 Mars,Mercedes-Benz,Excellent,2018,WW au Maroc
Jeep grand cherokee Diesel 2017,164429.89045383412,"Voitures d occasion, à vendre",5.0,180 000 - 189 999,Non,Hay Al Massar,Jeep,Excellent,2017,WW au Maroc
Audi a6 Essence 2009,88000.0,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Hay el Fath,Audi,Excellent,2009,Nan
Fiat fullback,135000.0,"Voitures d occasion, à vendre",3.0,120 000 - 129 999,Oui,Laimoune,Fiat,Très bon,2017,WW au Maroc
BMW x5 Diesel 2018 4*4,360000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Oui,Laimoune,BMW,Excellent,2018,WW au Maroc
Fiât 500 sport auto,157000.0,"Voitures d occasion, à vendre",3.0,20 000 - 24 999,Oui,Mont Fleuri 2,Fiat,Excellent,2021,WW au Maroc
TOYOTA YARIS 1.0 VVTi DISTINCTIVE 1.800KM TTOPTION,157000.0,"Voitures d occasion, à vendre",5.0,0 - 4 999,Oui,Souani,Toyota,Excellent,2021,WW au Maroc
Fiat Doblo frigorifique,115000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Oui,Laimoune,Fiat,Très bon,2018,WW au Maroc
Mercedes-Benz GTS 63 AMG édition 1,164429.89045383412,"Voitures d occasion, à vendre",5.0,50 000 - 54 999,Oui,Maarif,Mercedes-Benz,Excellent,2018,WW au Maroc
Renault latitude diesel automatique,109000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Non,Aïn Chock,Renault,Excellent,2014,WW au Maroc
Volkswagen passat Diesel 2004,75000.0,"Voitures d occasion, à vendre",5.0,250 000 - 299 999,Non,Toute la ville,Volkswagen,Très bon,2004,Dédouanée
JEEP GRAND CHEROKEE 3.0 V6 CRDI OVERLAND FULL,289000.0,"Voitures d occasion, à vendre",5.0,60 000 - 64 999,Non,Souani,Jeep,Excellent,2018,WW au Maroc
Maserati Ghibli,340000.0,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Maarif,Maserati,Excellent,2016,Nan
jeep Cherokee,164429.89045383412,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Californie,Jeep,Excellent,2016,WW au Maroc
RANGE ROVER VOGUE V8 DIESEL,200000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Non,Maarif,Land Rover,Excellent,2012,Importée neuve
Peugeot 407 coupé diesel automatique,98000.0,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Non,Aïn Chock,Peugeot,Excellent,2014,WW au Maroc
TOYOTA LANDI CRUISER VX D4D,160000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Oui,Massar,Toyota,Excellent,2007,WW au Maroc
Mercedes GLE 350 DE DIESEL et Hybride 2021,164429.89045383412,"Voitures d occasion, à vendre",5.0,45 000 - 49 999,Oui,Aïn Chock,Mercedes-Benz,Bon,2021,Importée neuve
PORSCHE MACAN S ESSENCE,164429.89045383412,"Voitures d occasion, à vendre",5.0,75 000 - 79 999,Non,Massar,Porsche,Excellent,2014,WW au Maroc
ROLLS ROYSE CORNICHE,164429.89045383412,"Voitures d occasion, à vendre",3.0,20 000 - 24 999,Oui,Anfa,Rolls-Royce,Excellent,1980,Dédouanée
Mercedes E220 diesel BlueEffecency,164429.89045383412,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Oui,Centre,Mercedes-Benz,Excellent,2013,WW au Maroc
BMW serie 7Ld 2022,960000.0,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Oui,Californie,BMW,Excellent,2022,WW au Maroc
SMART BRABUS CABRIOLET,125000.0,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Maarif,Smart,Excellent,2010,Importée neuve
Opel Astra diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Oui,Centre,Opel,Excellent,2006,WW au Maroc
Fiat florino diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Centre,Fiat,Excellent,2022,WW au Maroc
PORSCHE CAYENNE V8 TURBO ESSENCE,164429.89045383412,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Massar,Porsche,Excellent,2018,Importée neuve
GLE 350 pak AMG,164429.89045383412,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Nan,Al aroui,Mercedes-Benz,Excellent,2016,Importée neuve
PORSCHE CAYENNE S V8 ESSENCE,240000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Massar,Porsche,Excellent,2011,WW au Maroc
GOLF8 R 2021 essnec,164429.89045383412,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Al aroui,Volkswagen,Excellent,2021,Importée neuve
MERCEDES ML 63 AMG,240000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Oui,Massar,Mercedes-Benz,Excellent,2010,Importée neuve
Range rover sport,164429.89045383412,"Voitures d occasion, à vendre",5.0,60 000 - 64 999,Oui,Al aroui,Land Rover,Excellent,2018,Importée neuve
volkswagan cady,164429.89045383412,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Oui,Les Portes de Marrakech,Volkswagen,Très bon,2017,WW au Maroc
MERCEDES CLASSE S 400 IMPORTÉE,164429.89045383412,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Massar,Mercedes-Benz,Excellent,2021,Importée neuve
Dacia Logan,83000.0,"Voitures d occasion, à vendre",5.0,0 - 4 999,Non,Hay Dakhla,Dacia,Excellent,2015,WW au Maroc
Nissan Qachkai,164429.89045383412,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Oui,Les Portes de Marrakech,Nissan,Très bon,2012,Importée neuve
Renault Fluence,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Non,Les Portes de Marrakech,Renault,Très bon,2015,WW au Maroc
Ford fiesta,164429.89045383412,"Voitures d occasion, à vendre",3.0,90 000 - 94 999,Oui,Afaq,Ford,Très bon,2017,WW au Maroc
GLE 350 pak AMG,164429.89045383412,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Nan,Al aroui,Mercedes-Benz,Excellent,2016,Importée neuve
PORSCHE CAYENNE S V8 ESSENCE,240000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Massar,Porsche,Excellent,2011,WW au Maroc
GOLF8 R 2021 essnec,164429.89045383412,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Al aroui,Volkswagen,Excellent,2021,Importée neuve
MERCEDES ML 63 AMG,240000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Oui,Massar,Mercedes-Benz,Excellent,2010,Importée neuve
Range rover sport,164429.89045383412,"Voitures d occasion, à vendre",5.0,60 000 - 64 999,Oui,Al aroui,Land Rover,Excellent,2018,Importée neuve
volkswagan cady,164429.89045383412,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Oui,Les Portes de Marrakech,Volkswagen,Très bon,2017,WW au Maroc
MERCEDES CLASSE S 400 IMPORTÉE,164429.89045383412,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Massar,Mercedes-Benz,Excellent,2021,Importée neuve
Dacia Logan,83000.0,"Voitures d occasion, à vendre",5.0,0 - 4 999,Non,Hay Dakhla,Dacia,Excellent,2015,WW au Maroc
Nissan Qachkai,164429.89045383412,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Oui,Les Portes de Marrakech,Nissan,Très bon,2012,Importée neuve
Renault Fluence,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Non,Les Portes de Marrakech,Renault,Très bon,2015,WW au Maroc
Ford fiesta,164429.89045383412,"Voitures d occasion, à vendre",3.0,90 000 - 94 999,Oui,Afaq,Ford,Très bon,2017,WW au Maroc
Audi Q3 S-line,164429.89045383412,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Maarif,Audi,Excellent,2021,WW au Maroc
VOLKSWAGEN GOLF 7.5 GTD,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Nan,Ain El Hayani,Volkswagen,Très bon,2018,Dédouanée
Toyota pickup hilux,98000.0,"Voitures d occasion, à vendre",3.0,0 - 4 999,Non,Toute la ville,Toyota,Très bon,2006,WW au Maroc
AUDI Q3 S-Line QUATTRO,164429.89045383412,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Nan,Ain El Hayani,Audi,Excellent,2022,Importée neuve
Range Rover,164429.89045383412,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Non,Centre Ville,Land Rover,Excellent,2015,Importée neuve
Audi A6 Diesel 2L 2014,164429.89045383412,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Nan,Autre secteur,Audi,Excellent,2014,WW au Maroc
Fiat 500x cross,149000.0,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Oui,Aïn Sebaâ,Fiat,Excellent,2016,WW au Maroc
volkswagen polo,43000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Nan,Volkswagen,Très bon,2000,WW au Maroc
Seat leon,164429.89045383412,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Nan,Massira 1,Seat,Excellent,2013,WW au Maroc
Volkswagen Polo,164429.89045383412,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Oui,Hay el Fath,Volkswagen,Excellent,2014,WW au Maroc
Peugeot,17000.0,"Voitures d occasion, à vendre",5.0,45 000 - 49 999,Nan,Nan,Peugeot,Excellent,1998,Nan
Hyundai tucson Diesel 2019,164429.89045383412,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Hay Al Bahja,Hyundai,Excellent,2019,WW au Maroc
Honda accord automatique,125000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Bourgogne,Honda,Bon,2014,WW au Maroc
Hyundai Santafe restyleé,164429.89045383412,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Oui,Oulfa,Hyundai,Excellent,2016,WW au Maroc
RENAULT CLIO 4 1.5 DCI AUTOMATIQUE 1MAIN TTOPTIONS,134000.0,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Oui,Souani,Renault,Excellent,2018,WW au Maroc
Bentley continental s,164429.89045383412,"Voitures d occasion, à vendre",5.0,30 000 - 34 999,Oui,Maarif,Bentley,Excellent,2017,Importée neuve
porsche carrera 911 S 922,164429.89045383412,"Voitures d occasion, à vendre",3.0,45 000 - 49 999,Oui,Oasis,Porsche,Excellent,2020,Importée neuve
porche 992 GT3,164429.89045383412,"Voitures d occasion, à vendre",3.0,0 - 4 999,Oui,Oasis,Porsche,Excellent,2022,Importée neuve
Porsche macan Essence 2020,164429.89045383412,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Oui,Oasis,Porsche,Excellent,2020,WW au Maroc
Mercedes classe Gla 200 AMG LINE,164429.89045383412,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Oui,Oasis,Mercedes-Benz,Excellent,2021,WW au Maroc
Mercedes classe Gla 200 AMG LINE,164429.89045383412,"Voitures d occasion, à vendre",5.0,5 000 - 9 999,Oui,Oasis,Mercedes-Benz,Excellent,2021,WW au Maroc
Range Rover SVR,164429.89045383412,"Voitures d occasion, à vendre",5.0,45 000 - 49 999,Oui,Belvédère,Land Rover,Très bon,2020,WW au Maroc
clio 5 repris ok,155000.0,"Voitures d occasion, à vendre",5.0,40 000 - 44 999,Non,Harhoura,Renault,Excellent,2021,WW au Maroc
panamera v8 turbo,164429.89045383412,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Oui,Belvédère,Porsche,Très bon,2011,Importée neuve
Citroën C4,164429.89045383412,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Nan,Citroen,Excellent,2017,WW au Maroc
Touarg 2016,164429.89045383412,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Oui,Belvédère,Volkswagen,Excellent,2016,WW au Maroc
Alfa Romeo 159 diesel,85000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Oui,Nan,Alfa Romeo,Très bon,2013,WW au Maroc
mercedess classe c repris ok,169000.0,"Voitures d occasion, à vendre",5.0,170 000 - 179 999,Oui,Hay el Fath,Mercedes-Benz,Excellent,2012,Dédouanée
VOITURE HONDA AUTOMATIQUE,55000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Nan,Honda,Excellent,2006,WW au Maroc
Touareg R line One Million,164429.89045383412,"Voitures d occasion, à vendre",5.0,65 000 - 69 999,Oui,Belvédère,Volkswagen,Excellent,2021,WW au Maroc
Volkswagen touareg,308000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Non,Oulfa,Volkswagen,Excellent,2019,WW au Maroc
Range Rover vogue,164429.89045383412,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Oui,Belvédère,Land Rover,Très bon,2018,WW au Maroc
Sirocco 2l t.s.i 2011,120000.0,"Voitures d occasion, à vendre",3.0,85 000 - 89 999,Oui,Anfa,Volkswagen,Excellent,2011,WW au Maroc
Kia ceed,81000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Non,Nan,Kia,Très bon,2009,WW au Maroc
volkswagen passat diesel,95000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Nan,Volkswagen,Bon,2009,WW au Maroc
passsat cc,164429.89045383412,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Non,Nan,Volkswagen,Très bon,2009,Importée neuve
BMW X5 XDrive pack M 30D,589000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Non,Polo,BMW,Excellent,2019,WW au Maroc
range rover sport back SVR,545000.0,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Oui,Oulfa,Land Rover,Excellent,2016,Importée neuve
Peugeot,164429.89045383412,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Nan,Nan,Peugeot,Excellent,1998,Nan
Peugeot expert frigofique,128000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Centre,Peugeot,Excellent,2013,WW au Maroc
Dacia stepway,164429.89045383412,"Voitures d occasion, à vendre",5.0,45 000 - 49 999,Oui,Ben Dibane,Dacia,Excellent,2019,WW au Maroc
Ford focus,138000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Oui,Nan,Ford,Très bon,2018,WW au Maroc
Volkswagen golf8 R line,164429.89045383412,"Voitures d occasion, à vendre",5.0,50 000 - 54 999,Oui,Route d Immouzere,Volkswagen,Excellent,2021,Importée neuve
Mercedes-Benz classe e 350 Diesel,215000.0,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Allal El Fassi,Mercedes-Benz,Excellent,2012,Dédouanée
Renault 4 pour pièces,164429.89045383412,"Voitures d occasion, à vendre",5.0,180 000 - 189 999,Nan,Nan,Renault,Pour Pièces,1988,Nan
hyundai accent 2007 mazot,50000.0,"Voitures d occasion, à vendre",5.0,10 000 - 14 999,Non,Nan,Hyundai,Très bon,2007,WW au Maroc
Renault Megane 4 intense (full option) automatique,215000.0,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Nan,Renault,Excellent,2020,WW au Maroc
Mercedes-Benz classe c 300 Diesel 2022,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Oui,Maarif,Mercedes-Benz,Excellent,2022,Importée neuve
class c 220 amg a vendre,164429.89045383412,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Oui,Nan,Mercedes-Benz,Excellent,2019,Dédouanée
Peugeot 308 diesel 1.6,164429.89045383412,"Voitures d occasion, à vendre",5.0,85 000 - 89 999,Oui,Hay Dakhla,Peugeot,Très bon,2018,WW au Maroc
Mercedes classe Glc 220D 4Matic Diesel model 2016,310000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Non,Azli,Mercedes-Benz,Très bon,2016,WW au Maroc
Audi A3 diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Oui,Maarif,Audi,Excellent,2022,Importée neuve
hyundai accent diesel 1.6,164429.89045383412,"Voitures d occasion, à vendre",5.0,35 000 - 39 999,Oui,Extension Dakhla,Hyundai,Bon,2019,WW au Maroc
Mercedes-Benz classe c220,164429.89045383412,"Voitures d occasion, à vendre",5.0,100 000 - 109 999,Non,Maarif,Mercedes-Benz,Très bon,2018,Dédouanée
HYUNDAI ELANTRA 1.6 CRDI 6CV AUTOMATIQUE TTOPTIONS,169000.0,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Non,Souani,Hyundai,Excellent,2018,WW au Maroc
BMW 320 d Pack M importé,164429.89045383412,"Voitures d occasion, à vendre",5.0,20 000 - 24 999,Oui,Maarif,BMW,Excellent,2021,Importée neuve
Dacia Dokker,85000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Non,Jirrari,Dacia,Excellent,2013,WW au Maroc
Audi a3 Diesel 2021 S Line,164429.89045383412,"Voitures d occasion, à vendre",5.0,40 000 - 44 999,Oui,Maarif,Audi,Très bon,2021,WW au Maroc
Audi A6 diesel,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Oui,Maarif,Audi,Excellent,2022,Importée neuve
AUDI Q5,164429.89045383412,"Voitures d occasion, à vendre",5.0,15 000 - 19 999,Oui,Agdal,Audi,Excellent,2022,Importée neuve
Peugeot boxer Diesel 2015,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Aakkari,Peugeot,Très bon,2015,WW au Maroc
Mercedes-Benz classe c Diesel 2022,164429.89045383412,"Voitures d occasion, à vendre",5.0,0 - 4 999,Oui,Maarif,Mercedes-Benz,Excellent,2022,Importée neuve
KIFAL - VOLKSWAGEN Golf,123000.0,"Voitures d occasion, à vendre",5.0,180 000 - 189 999,Nan,Nan,Volkswagen,Excellent,2009,Nan
Fiat 500 édition Lounge Automatique,94000.0,"Voitures d occasion, à vendre",5.0,80 000 - 84 999,Nan,C.I.L,Fiat,Excellent,2013,WW au Maroc
KIFAL - AUDI SQ5,260000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Nan,Nan,Audi,Excellent,2013,Nan
KIFAL - CITROEN Berlingo,123000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Nan,Nan,Citroen,Excellent,2017,Nan
KIFAL - RENAULT Talisman,190000.0,"Voitures d occasion, à vendre",5.0,65 000 - 69 999,Nan,Nan,Renault,Excellent,2016,Nan
SKODA OCTAVIA style DSG 2.0L .TDI,180000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Oui,Nan,Skoda,Excellent,2017,WW au Maroc
KIFAL - AUDI SQ5,150000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Nan,Nan,Audi,Excellent,2009,Nan
Peugeot 206,55000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Nan,Nan,Peugeot,Excellent,2012,Nan
KIFAL - FORD Fusion Berline,175000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Nan,Nan,Ford,Excellent,2015,Nan
logan,164429.89045383412,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Nan,Nan,Dacia,Excellent,2009,WW au Maroc
KIFAL - BMW Série 5,151000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,BMW,Excellent,2011,Nan
Peugeot,96000.0,"Voitures d occasion, à vendre",5.0,25 000 - 29 999,Non,Nan,Peugeot,Excellent,2019,WW au Maroc
Mercedes-Benz CLASSE GLE 250d Diesel 2017,500000.0,"Voitures d occasion, à vendre",5.0,30 000 - 34 999,Oui,Hay Nahda,Mercedes-Benz,Excellent,2017,WW au Maroc
Touareg version élégance,164429.89045383412,"Voitures d occasion, à vendre",5.0,65 000 - 69 999,Oui,Californie,Volkswagen,Excellent,2019,WW au Maroc
Citreön C3 model 2007,65000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Nan,Citroen,Très bon,2007,WW au Maroc
KIFAL - JAGUAR XE,300000.0,"Voitures d occasion, à vendre",5.0,70 000 - 74 999,Nan,Nan,Jaguar,Excellent,2018,Nan
KIFAL - HONDA CR-V,193000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Nan,Nan,Honda,Excellent,2017,Nan
KIFAL - MERCEDES-BENZ Classe C,280000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Mercedes-Benz,Excellent,2017,Nan
KIFAL - MERCEDES-BENZ Classe E,109000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Mercedes-Benz,Excellent,2008,Nan
KIFAL - LAND-ROVER Range Rover Velar,430000.0,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Nan,Nan,Land Rover,Excellent,2017,Nan
KIFAL - VOLKSWAGEN Jetta,120000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Volkswagen,Excellent,2012,Nan
KIFAL - MERCEDES-BENZ GLE,590000.0,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Nan,Nan,Mercedes-Benz,Excellent,2016,Nan
KIFAL - PEUGEOT Boxer Fg,190000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Nan,Nan,Peugeot,Excellent,2018,Nan
Audi q3 Diesel 2017,164429.89045383412,"Voitures d occasion, à vendre",5.0,75 000 - 79 999,Oui,Aïn Chock,Audi,Excellent,2017,WW au Maroc
Ford kuga Diesel 2015,158000.0,"Voitures d occasion, à vendre",5.0,160 000 - 169 999,Non,Village,Ford,Excellent,2015,WW au Maroc
Hyundai creta à vendre,245000.0,"Voitures d occasion, à vendre",5.0,35 000 - 39 999,Oui,Nan,Hyundai,Excellent,2021,WW au Maroc
Classe S350,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Non,Aïn Chock,Mercedes-Benz,Excellent,2014,Importée neuve
Audi Rsq3,164429.89045383412,"Voitures d occasion, à vendre",5.0,25 000 - 29 999,Oui,Hay Riad,Audi,Excellent,2021,Importée neuve
Mercedes classe C63 AMG,164429.89045383412,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Non,Maarif,Mercedes-Benz,Excellent,2008,Dédouanée
Ford transit.,164429.89045383412,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Aïn Chock,Ford,Excellent,2017,WW au Maroc
Hyundai County,164429.89045383412,"Voitures d occasion, à vendre",3.0,130 000 - 139 999,Oui,Aïn Chock,Hyundai,Excellent,2017,WW au Maroc
Passat cc 2014,164429.89045383412,"Voitures d occasion, à vendre",5.0,140 000 - 149 999,Oui,Hay Riad,Volkswagen,Très bon,2014,WW au Maroc
KIFAL - VOLKSWAGEN Caddy,130000.0,"Voitures d occasion, à vendre",5.0,150 000 - 159 999,Nan,Nan,Volkswagen,Excellent,2015,Nan
MERCEDES C220 CDI AVANTGARDE BVA DOUANE14 TTOPTION,187000.0,"Voitures d occasion, à vendre",5.0,190 000 - 199 999,Non,Souani,Mercedes-Benz,Excellent,2011,Dédouanée
KIFAL - MERCEDES-BENZ Classe C,142000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Mercedes-Benz,Excellent,2009,Nan
BMW x1 Diesel 2011,165000.0,"Voitures d occasion, à vendre",5.0,130 000 - 139 999,Oui,Route d Amezmiz,BMW,Excellent,2011,Dédouanée
Peugeot,105000.0,"Voitures d occasion, à vendre",5.0,200 000 - 249 999,Nan,Nan,Peugeot,Excellent,2015,WW au Maroc
KIFAL - CITROEN C4,122000.0,"Voitures d occasion, à vendre",5.0,90 000 - 94 999,Nan,Nan,Citroen,Excellent,2017,Nan
KIFAL - HYUNDAI Elantra,128000.0,"Voitures d occasion, à vendre",5.0,170 000 - 179 999,Nan,Nan,Hyundai,Excellent,2015,Nan
KIFAL - HYUNDAI Santa Fe,97000.0,"Voitures d occasion, à vendre",5.0,350 000 - 399 999,Nan,Nan,Hyundai,Excellent,2011,Nan
Fiat palio Essence 2000,35000.0,"Voitures d occasion, à vendre",5.0,170 000 - 179 999,Non,Toute la ville,Fiat,Bon,2000,WW au Maroc
Fiat freemont Diesel 2015 possibilités de reprise,136000.0,"Voitures d occasion, à vendre",5.0,95 000 - 99 999,Oui,Autre secteur,Fiat,Excellent,2015,WW au Maroc
Ford Transit Connect,164429.89045383412,"Voitures d occasion, à vendre",5.0,110 000 - 119 999,Oui,Safir,Peugeot,Excellent,2019,WW au Maroc
KIFAL - SUZUKI Grand Vitara,78000.0,"Voitures d occasion, à vendre",5.0,120 000 - 129 999,Nan,Nan,Suzuki,Excellent,2012,Nan
KIFAL - DACIA Duster,116000.0,"Voitures d occasion, à vendre",5.0,180 000 - 189 999,Nan,Nan,Dacia,Excellent,2015,Nan
